2019-10,Illinois,27522
2019-10,Indiana,28799
2019-10,Iowa,3114
2019-10,Kansas,10144
2019-10,Kentucky,17649
2019-10,Louisiana,19681
2019-10,Maine,8696
2019-10,Maryland,9103
2019-10,Massachusetts,6625
2019-10,Michigan,22340
2019-10,Minnesota,25025
2019-10,Mississippi,13592
2019-10,Missouri,35365
2019-10,Montana,8153
2019-10,Nebraska,2263
2019-10,Nevada,6975
2019-10,New Hampshire,8095
2019-10,New Jersey,6982
2019-10,New Mexico,9482
2019-10,New-York State,25410
2019-10,North Carolina,14181
2019-10,North Dakota,5084
2019-10,Ohio,35023
2019-10,Oklahoma,19792
2019-10,Oregon,24082
2019-10,Pennsylvania,61465
2019-10,Rhode Island,1640
2019-10,South Carolina,15190
2019-10,South Dakota,7377
2019-10,Tennessee,37241
2019-10,Texas,75951
2019-10,Utah,6717
2019-10,Vermont,3143
2019-10,Virginia,36275
2019-10,Washington State,23799
2019-10,West Virginia,11909
2019-10,Wisconsin,28524
2019-10,Wyoming,3962
2019-09,Alabama,26809
2019-09,Arizona,19755
2019-09,Arkansas,9598
2019-09,California,53502
2019-09,Colorado,26903
2019-09,Connecticut,5841
2019-09,Delaware,2775
2019-09,District of Columbia,99
2019-09,Florida,62826
2019-09,Georgia,18258
2019-09,Idaho,8421
2019-09,Illinois,27151
2019-09,Indiana,26025
2019-09,Iowa,2419
2019-09,Kansas,8727
2019-09,Kentucky,15028
2019-09,Louisiana,18413
2019-09,Maine,7358
2019-09,Maryland,7695
2019-09,Massachusetts,5893
2019-09,Michigan,20376
2019-09,Minnesota,22510
2019-09,Mississippi,12037
2019-09,Missouri,28695
2019-09,Montana,7184
2019-09,Nebraska,1694
2019-09,Nevada,6452
2019-09,New Hampshire,7406
2019-09,New Jersey,7045
2019-09,New Mexico,9269
2019-09,New-York State,24650
2019-09,North Carolina,12062
2019-09,North Dakota,4789
2019-09,Ohio,30131
2019-09,Oklahoma,16703
2019-09,Oregon,22583
2019-09,Pennsylvania,54674
2019-09,Rhode Island,1486
2019-09,South Carolina,12875
2019-09,South Dakota,5708
2019-09,Tennessee,33930
2019-09,Texas,78528
2019-09,Utah,6322
2019-09,Vermont,2734
2019-09,Virginia,32853
2019-09,Washington State,21401
2019-09,West Virginia,9730
2019-09,Wisconsin,26204
2019-09,Wyoming,3869
2019-08,Alabama,31503
2019-08,Arizona,22553
2019-08,Arkansas,10712
2019-08,California,61854
2019-08,Colorado,29589
2019-08,Connecticut,6591
2019-08,Delaware,3013
2019-08,District of Columbia,106
2019-08,Florida,73125
2019-08,Georgia,20735
2019-08,Idaho,8643
2019-08,Illinois,28386
2019-08,Indiana,31272
2019-08,Iowa,2129
2019-08,Kansas,9970
2019-08,Kentucky,17394
2019-08,Louisiana,18163
2019-08,Maine,6452
2019-08,Maryland,7990
2019-08,Massachusetts,7397
2019-08,Michigan,18422
2019-08,Minnesota,19775
2019-08,Mississippi,16186
2019-08,Missouri,33360
2019-08,Montana,6901
2019-08,Nebraska,1691
2019-08,Nevada,7492
2019-08,New Hampshire,7912
2019-08,New Jersey,7402
2019-08,New Mexico,10932
2019-08,New-York State,19558
2019-08,North Carolina,13198
2019-08,North Dakota,4448
2019-08,Ohio,34880
2019-08,Oklahoma,19491
2019-08,Oregon,23422
2019-08,Pennsylvania,56873
2019-08,Rhode Island,1572
2019-08,South Carolina,15664
2019-08,South Dakota,5710
2019-08,Tennessee,40290
2019-08,Texas,86747
2019-08,Utah,5978
2019-08,Vermont,2691
2019-08,Virginia,36887
2019-08,Washington State,21240
2019-08,West Virginia,10583
2019-08,Wisconsin,24749
2019-08,Wyoming,3771
2019-07,Alabama,14562
2019-07,Arizona,17000
2019-07,Arkansas,7536
2019-07,California,51230
2019-07,Colorado,25151
2019-07,Connecticut,5638
2019-07,Delaware,2346
2019-07,District of Columbia,109
2019-07,Florida,57484
2019-07,Georgia,14924
2019-07,Idaho,6845
2019-07,Illinois,22671
2019-07,Indiana,21550
2019-07,Iowa,1377
2019-07,Kansas,7458
2019-07,Kentucky,12717
2019-07,Louisiana,12756
2019-07,Maine,4483
2019-07,Maryland,6244
2019-07,Massachusetts,5597
2019-07,Michigan,12967
2019-07,Minnesota,13513
2019-07,Mississippi,9245
2019-07,Missouri,24355
2019-07,Montana,5660
2019-07,Nebraska,1127
2019-07,Nevada,5743
2019-07,New Hampshire,5870
2019-07,New Jersey,6750
2019-07,New Mexico,8584
2019-07,New-York State,15102
2019-07,North Carolina,8915
2019-07,North Dakota,3161
2019-07,Ohio,25273
2019-07,Oklahoma,14749
2019-07,Oregon,19318
2019-07,Pennsylvania,43867
2019-07,Rhode Island,1267
2019-07,South Carolina,10941
2019-07,South Dakota,4271
2019-07,Tennessee,29685
2019-07,Texas,55735
2019-07,Utah,5053
2019-07,Vermont,1983
2019-07,Virginia,28870
2019-07,Washington State,18424
2019-07,West Virginia,7899
2019-07,Wisconsin,16652
2019-07,Wyoming,3115
2019-06,Alabama,11468
2019-06,Arizona,17306
2019-06,Arkansas,7867
2019-06,California,65762
2019-06,Colorado,26228
2019-06,Connecticut,5745
2019-06,Delaware,2271
2019-06,District of Columbia,116
2019-06,Florida,57954
2019-06,Georgia,15974
2019-06,Idaho,7210
2019-06,Illinois,24362
2019-06,Indiana,23235
2019-06,Iowa,1416
2019-06,Kansas,7114
2019-06,Kentucky,13128
2019-06,Louisiana,12487
2019-06,Maine,4707
2019-06,Maryland,6474
2019-06,Massachusetts,6011
2019-06,Michigan,14073
2019-06,Minnesota,13653
2019-06,Mississippi,9186
2019-06,Missouri,25233
2019-06,Montana,5774
2019-06,Nebraska,1198
2019-06,Nevada,6183
2019-06,New Hampshire,6448
2019-06,New Jersey,6925
2019-06,New Mexico,8592
2019-06,New-York State,16447
2019-06,North Carolina,9319
2019-06,North Dakota,3228
2019-06,Ohio,27834
2019-06,Oklahoma,15449
2019-06,Oregon,20170
2019-06,Pennsylvania,46348
2019-06,Rhode Island,1286
2019-06,South Carolina,12070
2019-06,South Dakota,4399
2019-06,Tennessee,30485
2019-06,Texas,60200
2019-06,Utah,5374
2019-06,Vermont,2098
2019-06,Virginia,29524
2019-06,Washington State,47590
2019-06,West Virginia,8632
2019-06,Wisconsin,18562
2019-06,Wyoming,3392
2019-05,Alabama,10489
2019-05,Arizona,17956
2019-05,Arkansas,8099
2019-05,California,61032
2019-05,Colorado,27272
2019-05,Connecticut,6277
2019-05,Delaware,2596
2019-05,District of Columbia,146
2019-05,Florida,59301
2019-05,Georgia,16160
2019-05,Idaho,7466
2019-05,Illinois,25563
2019-05,Indiana,23208
2019-05,Iowa,1586
2019-05,Kansas,7857
2019-05,Kentucky,12484
2019-05,Louisiana,13401
2019-05,Maine,5171
2019-05,Maryland,7030
2019-05,Massachusetts,5872
2019-05,Michigan,15041
2019-05,Minnesota,16324
2019-05,Mississippi,10167
2019-05,Missouri,26317
2019-05,Montana,6002
2019-05,Nebraska,1156
2019-05,Nevada,6289
2019-05,New Hampshire,6407
2019-05,New Jersey,7336
2019-05,New Mexico,8925
2019-05,New-York State,18350
2019-05,North Carolina,9110
2019-05,North Dakota,3469
2019-05,Ohio,27335
2019-05,Oklahoma,15816
2019-05,Oregon,20770
2019-05,Pennsylvania,48857
2019-05,Rhode Island,1456
2019-05,South Carolina,11863
2019-05,South Dakota,4531
2019-05,Tennessee,30806
2019-05,Texas,62301
2019-05,Utah,5894
2019-05,Vermont,2471
2019-05,Virginia,26756
2019-05,Washington State,29358
2019-05,West Virginia,8487
2019-05,Wisconsin,20509
2019-05,Wyoming,3568
2019-04,Alabama,11285
2019-04,Arizona,19735
2019-04,Arkansas,9011
2019-04,California,63379
2019-04,Colorado,28793
2019-04,Connecticut,6567
2019-04,Delaware,2833
2019-04,District of Columbia,123
2019-04,Florida,63454
2019-04,Georgia,17847
2019-04,Idaho,7983
2019-04,Illinois,30055
2019-04,Indiana,28246
2019-04,Iowa,1961
2019-04,Kansas,8595
2019-04,Kentucky,16122
2019-04,Louisiana,14526
2019-04,Maine,5953
2019-04,Maryland,8237
2019-04,Massachusetts,6126
2019-04,Michigan,17645
2019-04,Minnesota,22225
2019-04,Mississippi,11135
2019-04,Missouri,27992
2019-04,Montana,6519
2019-04,Nebraska,1402
2019-04,Nevada,7037
2019-04,New Hampshire,7620
2019-04,New Jersey,7801
2019-04,New Mexico,9744
2019-04,New-York State,21695
2019-04,North Carolina,10379
2019-04,North Dakota,4267
2019-04,Ohio,34535
2019-04,Oklahoma,17807
2019-04,Oregon,23235
2019-04,Pennsylvania,54718
2019-04,Rhode Island,1737
2019-04,South Carolina,13412
2019-04,South Dakota,5230
2019-04,Tennessee,32467
2019-04,Texas,63003
2019-04,Utah,6600
2019-04,Vermont,3003
2019-04,Virginia,30969
2019-04,Washington State,28475
2019-04,West Virginia,10641
2019-04,Wisconsin,27152
2019-04,Wyoming,3794
2019-03,Alabama,16430
2019-03,Arizona,24490
2019-03,Arkansas,13769
2019-03,California,70697
2019-03,Colorado,36302
2019-03,Connecticut,8533
2019-03,Delaware,3784
2019-03,District of Columbia,117
2019-03,Florida,79044
2019-03,Georgia,28359
2019-03,Idaho,10523
2019-03,Illinois,42581
2019-03,Indiana,40367
2019-03,Iowa,3218
2019-03,Kansas,13397
2019-03,Kentucky,23756
2019-03,Louisiana,20198
2019-03,Maine,7183
2019-03,Maryland,10368
2019-03,Massachusetts,8230
2019-03,Michigan,25663
2019-03,Minnesota,24079
2019-03,Mississippi,17296
2019-03,Missouri,41688
2019-03,Montana,7921
2019-03,Nebraska,2059
2019-03,Nevada,9775
2019-03,New Hampshire,9671
2019-03,New Jersey,8025
2019-03,New Mexico,13389
2019-03,New-York State,25830
2019-03,North Carolina,14689
2019-03,North Dakota,4974
2019-03,Ohio,48403
2019-03,Oklahoma,25319
2019-03,Oregon,29369
2019-03,Pennsylvania,76989
2019-03,Rhode Island,2059
2019-03,South Carolina,20225
2019-03,South Dakota,6724
2019-03,Tennessee,45814
2019-03,Texas,86969
2019-03,Utah,8957
2019-03,Vermont,3736
2019-03,Virginia,43593
2019-03,Washington State,34369
2019-03,West Virginia,15411
2019-03,Wisconsin,35192
2019-03,Wyoming,4811
2019-02,Alabama,13631
2019-02,Arizona,21068
2019-02,Arkansas,12395
2019-02,California,58930
2019-02,Colorado,30428
2019-02,Connecticut,7277
2019-02,Delaware,2906
2019-02,District of Columbia,92
2019-02,Florida,69544
2019-02,Georgia,23914
2019-02,Idaho,7435
2019-02,Illinois,36251
2019-02,Indiana,32454
2019-02,Iowa,2088
2019-02,Kansas,10959
2019-02,Kentucky,19209
2019-02,Louisiana,17905
2019-02,Maine,5341
2019-02,Maryland,8435
2019-02,Massachusetts,6787
2019-02,Michigan,18769
2019-02,Minnesota,15153
2019-02,Mississippi,15507
2019-02,Missouri,33657
2019-02,Montana,5121
2019-02,Nebraska,1550
2019-02,Nevada,8065
2019-02,New Hampshire,8506
2019-02,New Jersey,6743
2019-02,New Mexico,11261
2019-02,New-York State,20480
2019-02,North Carolina,12955
2019-02,North Dakota,3495
2019-02,Ohio,39637
2019-02,Oklahoma,21179
2019-02,Oregon,23642
2019-02,Pennsylvania,60867
2019-02,Rhode Island,1667
2019-02,South Carolina,18099
2019-02,South Dakota,5491
2019-02,Tennessee,41271
2019-02,Texas,77839
2019-02,Utah,6481
2019-02,Vermont,2918
2019-02,Virginia,37151
2019-02,Washington State,25881
2019-02,West Virginia,12586
2019-02,Wisconsin,23737
2019-02,Wyoming,3691
2019-01,Alabama,12178
2019-01,Arizona,18575
2019-01,Arkansas,10283
2019-01,California,59056
2019-01,Colorado,27992
2019-01,Connecticut,7313
2019-01,Delaware,3157
2019-01,District of Columbia,106
2019-01,Florida,66121
2019-01,Georgia,19315
2019-01,Idaho,7124
2019-01,Illinois,31669
2019-01,Indiana,27688
2019-01,Iowa,2015
2019-01,Kansas,9853
2019-01,Kentucky,14383
2019-01,Louisiana,16434
2019-01,Maine,4985
2019-01,Maryland,8727
2019-01,Massachusetts,6660
2019-01,Michigan,15518
2019-01,Minnesota,15137
2019-01,Mississippi,12540
2019-01,Missouri,28901
2019-01,Montana,4850
2019-01,Nebraska,1836
2019-01,Nevada,7387
2019-01,New Hampshire,7201
2019-01,New Jersey,6592
2019-01,New Mexico,8765
2019-01,New-York State,20528
2019-01,North Carolina,12360
2019-01,North Dakota,3440
2019-01,Ohio,31863
2019-01,Oklahoma,18613
2019-01,Oregon,22747
2019-01,Pennsylvania,51977
2019-01,Rhode Island,1716
2019-01,South Carolina,15155
2019-01,South Dakota,4962
2019-01,Tennessee,36624
2019-01,Texas,67082
2019-01,Utah,5851
2019-01,Vermont,2216
2019-01,Virginia,33413
2019-01,Washington State,28376
2019-01,West Virginia,10319
2019-01,Wisconsin,21358
2019-01,Wyoming,3151
2018-12,Alabama,25041
2018-12,Arizona,26969
2018-12,Arkansas,19874
2018-12,California,74625
2018-12,Colorado,41361
2018-12,Connecticut,8410
2018-12,Delaware,4435
2018-12,District of Columbia,75
2018-12,Florida,90808
2018-12,Georgia,37716
2018-12,Idaho,12616
2018-12,Illinois,42240
2018-12,Indiana,43648
2018-12,Iowa,4654
2018-12,Kansas,16120
2018-12,Kentucky,28498
2018-12,Louisiana,31232
2018-12,Maine,8065
2018-12,Maryland,11809
2018-12,Massachusetts,7670
2018-12,Michigan,26869
2018-12,Minnesota,20201
2018-12,Mississippi,26288
2018-12,Missouri,48314
2018-12,Montana,9035
2018-12,Nebraska,3491
2018-12,Nevada,9882
2018-12,New Hampshire,9822
2018-12,New Jersey,7531
2018-12,New Mexico,13438
2018-12,New-York State,28909
2018-12,North Carolina,24694
2018-12,North Dakota,4997
2018-12,Ohio,55758
2018-12,Oklahoma,31761
2018-12,Oregon,31359
2018-12,Pennsylvania,75589
2018-12,Rhode Island,1839
2018-12,South Carolina,25321
2018-12,South Dakota,7410
2018-12,Tennessee,61486
2018-12,Texas,119479
2018-12,Utah,12583
2018-12,Vermont,3491
2018-12,Virginia,48177
2018-12,Washington State,43821
2018-12,West Virginia,20517
2018-12,Wisconsin,30543
2018-12,Wyoming,5686
2018-11,Alabama,18711
2018-11,Arizona,21298
2018-11,Arkansas,15935
2018-11,California,67910
2018-11,Colorado,34628
2018-11,Connecticut,7409
2018-11,Delaware,3660
2018-11,District of Columbia,83
2018-11,Florida,75726
2018-11,Georgia,27519
2018-11,Idaho,9928
2018-11,Illinois,37016
2018-11,Indiana,39245
2018-11,Iowa,4622
2018-11,Kansas,13219
2018-11,Kentucky,23176
2018-11,Louisiana,24578
2018-11,Maine,6429
2018-11,Maryland,11129
2018-11,Massachusetts,7528
2018-11,Michigan,29008
2018-11,Minnesota,17591
2018-11,Mississippi,19466
2018-11,Missouri,41066
2018-11,Montana,7330
2018-11,Nebraska,3162
2018-11,Nevada,7938
2018-11,New Hampshire,8565
2018-11,New Jersey,7066
2018-11,New Mexico,11062
2018-11,New-York State,26605
2018-11,North Carolina,20540
2018-11,North Dakota,4929
2018-11,Ohio,51646
2018-11,Oklahoma,26743
2018-11,Oregon,26770
2018-11,Pennsylvania,69791
2018-11,Rhode Island,1747
2018-11,South Carolina,19558
2018-11,South Dakota,7544
2018-11,Tennessee,49282
2018-11,Texas,88039
2018-11,Utah,9588
2018-11,Vermont,2784
2018-11,Virginia,41951
2018-11,Washington State,39249
2018-11,West Virginia,17098
2018-11,Wisconsin,32111
2018-11,Wyoming,4465
2018-10,Alabama,11136
2018-10,Arizona,16313
2018-10,Arkansas,11104
2018-10,California,55780
2018-10,Colorado,28180
2018-10,Connecticut,6554
2018-10,Delaware,2932
2018-10,District of Columbia,86
2018-10,Florida,56897
2018-10,Georgia,18863
2018-10,Idaho,8059
2018-10,Illinois,28671
2018-10,Indiana,27384
2018-10,Iowa,2873
2018-10,Kansas,9107
2018-10,Kentucky,15066
2018-10,Louisiana,18640
2018-10,Maine,7993
2018-10,Maryland,9132
2018-10,Massachusetts,6382
2018-10,Michigan,19908
2018-10,Minnesota,19273
2018-10,Mississippi,12687
2018-10,Missouri,33126
2018-10,Montana,7539
2018-10,Nebraska,2291
2018-10,Nevada,5782
2018-10,New Hampshire,7732
2018-10,New Jersey,6516
2018-10,New Mexico,8648
2018-10,New-York State,24421
2018-10,North Carolina,13457
2018-10,North Dakota,5187
2018-10,Ohio,34231
2018-10,Oklahoma,17652
2018-10,Oregon,21864
2018-10,Pennsylvania,55995
2018-10,Rhode Island,1593
2018-10,South Carolina,13025
2018-10,South Dakota,7090
2018-10,Tennessee,34011
2018-10,Texas,65746
2018-10,Utah,6234
2018-10,Vermont,3048
2018-10,Virginia,31173
2018-10,Washington State,26857
2018-10,West Virginia,12248
2018-10,Wisconsin,26599
2018-10,Wyoming,3614
2018-09,Alabama,10810
2018-09,Arizona,16936
2018-09,Arkansas,9244
2018-09,California,53560
2018-09,Colorado,26607
2018-09,Connecticut,5933
2018-09,Delaware,2412
2018-09,District of Columbia,82
2018-09,Florida,52959
2018-09,Georgia,17447
2018-09,Idaho,7993
2018-09,Illinois,26142
2018-09,Indiana,23888
2018-09,Iowa,2523
2018-09,Kansas,8369
2018-09,Kentucky,12617
2018-09,Louisiana,18200
2018-09,Maine,6780
2018-09,Maryland,7810
2018-09,Massachusetts,5925
2018-09,Michigan,17517
2018-09,Minnesota,14798
2018-09,Mississippi,12512
2018-09,Missouri,28042
2018-09,Montana,6891
2018-09,Nebraska,1630
2018-09,Nevada,5825
2018-09,New Hampshire,7311
2018-09,New Jersey,5991
2018-09,New Mexico,8581
2018-09,New-York State,22769
2018-09,North Carolina,9794
2018-09,North Dakota,4471
2018-09,Ohio,30772
2018-09,Oklahoma,15934
2018-09,Oregon,22367
2018-09,Pennsylvania,49356
2018-09,Rhode Island,1300
2018-09,South Carolina,11428
2018-09,South Dakota,5539
2018-09,Tennessee,30663
2018-09,Texas,66833
2018-09,Utah,6078
2018-09,Vermont,3339
2018-09,Virginia,28963
2018-09,Washington State,24538
2018-09,West Virginia,10832
2018-09,Wisconsin,23961
2018-09,Wyoming,3780
2018-08,Alabama,11732
2018-08,Arizona,17820
2018-08,Arkansas,10399
2018-08,California,60283
2018-08,Colorado,28552
2018-08,Connecticut,6209
2018-08,Delaware,2424
2018-08,District of Columbia,92
2018-08,Florida,59961
2018-08,Georgia,18313
2018-08,Idaho,7273
2018-08,Illinois,27850
2018-08,Indiana,26103
2018-08,Iowa,2095
2018-08,Kansas,9005
2018-08,Kentucky,13491
2018-08,Louisiana,17848
2018-08,Maine,5781
2018-08,Maryland,8149
2018-08,Massachusetts,6718
2018-08,Michigan,16083
2018-08,Minnesota,11915
2018-08,Mississippi,14184
2018-08,Missouri,30363
2018-08,Montana,6422
2018-08,Nebraska,1588
2018-08,Nevada,6301
2018-08,New Hampshire,7342
2018-08,New Jersey,7037
2018-08,New Mexico,9380
2018-08,New-York State,19676
2018-08,North Carolina,11370
2018-08,North Dakota,3759
2018-08,Ohio,30931
2018-08,Oklahoma,18381
2018-08,Oregon,20689
2018-08,Pennsylvania,50053
2018-08,Rhode Island,1500
2018-08,South Carolina,13898
2018-08,South Dakota,5053
2018-08,Tennessee,34161
2018-08,Texas,73031
2018-08,Utah,5646
2018-08,Vermont,2587
2018-08,Virginia,30423
2018-08,Washington State,24376
2018-08,West Virginia,9973
2018-08,Wisconsin,22105
2018-08,Wyoming,3629
2018-07,Alabama,9650
2018-07,Arizona,16014
2018-07,Arkansas,7870
2018-07,California,51622
2018-07,Colorado,25659
2018-07,Connecticut,5990
2018-07,Delaware,2264
2018-07,District of Columbia,90
2018-07,Florida,55992
2018-07,Georgia,14991
2018-07,Idaho,6362
2018-07,Illinois,24583
2018-07,Indiana,21739
2018-07,Iowa,1545
2018-07,Kansas,7989
2018-07,Kentucky,10843
2018-07,Louisiana,14711
2018-07,Maine,4836
2018-07,Maryland,7128
2018-07,Massachusetts,5377
2018-07,Michigan,13864
2018-07,Minnesota,8410
2018-07,Mississippi,9452
2018-07,Missouri,24800
2018-07,Montana,5286
2018-07,Nebraska,1181
2018-07,Nevada,5477
2018-07,New Hampshire,6489
2018-07,New Jersey,6679
2018-07,New Mexico,8047
2018-07,New-York State,16593
2018-07,North Carolina,8916
2018-07,North Dakota,2870
2018-07,Ohio,27197
2018-07,Oklahoma,15234
2018-07,Oregon,18243
2018-07,Pennsylvania,43232
2018-07,Rhode Island,1252
2018-07,South Carolina,11009
2018-07,South Dakota,3838
2018-07,Tennessee,29028
2018-07,Texas,58504
2018-07,Utah,5100
2018-07,Vermont,2155
2018-07,Virginia,28586
2018-07,Washington State,21932
2018-07,West Virginia,8424
2018-07,Wisconsin,16822
2018-07,Wyoming,3007
2018-06,Alabama,10514
2018-06,Arizona,16750
2018-06,Arkansas,8006
2018-06,California,56296
2018-06,Colorado,26147
2018-06,Connecticut,6398
2018-06,Delaware,2431
2018-06,District of Columbia,82
2018-06,Florida,59585
2018-06,Georgia,16840
2018-06,Idaho,7343
2018-06,Illinois,25582
